Wikipedia article ID,Book title,Author,Publication date,GenreId,genres
55737,Clear and Present Danger,Tom Clancy,,"['/m/01jfsb', '/m/02n4kr', '/m/0dwly', '/m/02xlf', '/m/0c3351']","['Thriller', 'Mystery', ""Children's literature"", 'Fiction', 'Suspense']"
56575,Castle Rackrent,Maria Edgeworth,,"['/m/02xlf', '/m/0hwxm']","['Fiction', 'Historical novel']"
57328,Julius Caesar,William Shakespeare,,,
57344,Emma,Jane Austen,1815-12,"['/m/0dwly', '/m/0d6gr', '/m/05hgj', '/m/03p5xs', '/m/01qxvh', '/m/01z4y', '/m/02xlf']","[""Children's literature"", 'Reference', 'Novel', 'Comedy of manners', 'Romance novel', 'Comedy', 'Fiction']"
57766,Charlie and the Chocolate Factory,Roald Dahl,1964,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
58406,Anne of Green Gables,Lucy Maud Montgomery,1908-06,"['/m/0dwly', '/m/05hgj']","[""Children's literature"", 'Novel']"
58619,The Wasp Factory,Iain Banks,1984,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
58620,Espedair Street,Iain Banks,1987,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
58621,The Crow Road,Iain Banks,1992,"['/m/02n4kr', '/m/05hgj', '/m/02xlf', '/m/0c3351']","['Mystery', 'Novel', 'Fiction', 'Suspense']"
58622,Consider Phlebas,Iain Banks,1987,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
58665,Inversions,Iain Banks,1998,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
58888,An Inspector Calls,John Boynton Priestley,,,
58901,Ender's Game,Orson Scott Card,1985,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
59375,Titus Andronicus,William Shakespeare,,,
59411,Measure for Measure,William Shakespeare,1861,['/m/02xlf'],['Fiction']
59692,"Flow My Tears, The Policeman Said",Philip K. Dick,1974,"['/m/06n90', '/m/014dfn', '/m/02xlf', '/m/026ny', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Fiction', 'Dystopia', 'Novel']"
59782,Job: A Comedy of Justice,Robert A. Heinlein,1984,"['/m/06n90', '/m/014dfn', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Novel']"
59784,Farmer in the Sky,Robert A. Heinlein,1950,"['/m/06n90', '/m/014dfn', '/m/02xlf', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']"
59786,Friday,Robert A. Heinlein,1982-04,"['/m/06n90', '/m/014dfn', '/m/02xlf', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']"
59804,Have Space Suit-Will Travel,Robert A. Heinlein,1958,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
59826,Requiem,Robert A. Heinlein,,,
59842,Red Planet,Robert A. Heinlein,1949,"['/m/06n90', '/m/01hmnh', '/m/02xlf', '/m/05hgj']","['Science Fiction', 'Fantasy', 'Fiction', 'Novel']"
59844,The Number of the Beast,Robert A. Heinlein,1980-07-12,['/m/06n90'],['Science Fiction']
60128,Foundation's Edge,Isaac Asimov,1982-06,"['/m/06n90', '/m/014dfn', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Novel']"
60129,The Caves of Steel,Isaac Asimov,1954-06,"['/m/06n90', '/m/0dwly', '/m/014dfn', '/m/02n4kr', '/m/01hmnh', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Mystery', 'Fantasy', 'Fiction']"
60130,Prelude to Foundation,Isaac Asimov,1988-11,"['/m/06n90', '/m/014dfn', '/m/0dwly', '/m/02xlf']","['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction']"
60131,Foundation and Earth,Isaac Asimov,1986,"['/m/06n90', '/m/014dfn', '/m/02xlf', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']"
60139,Time Enough for Love,Robert A. Heinlein,1973-06,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
60145,The Rolling Stones,Robert A. Heinlein,1952,"['/m/06n90', '/m/014dfn', '/m/0dwly', '/m/02xlf']","['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction']"
60146,The Door into Summer,Robert A. Heinlein,1957,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
60149,Farnham's Freehold,Robert A. Heinlein,1964,['/m/06n90'],['Science Fiction']
60161,The Maltese Falcon,Dashiell Hammett,1930,"['/m/0lsxr', '/m/028v3', '/m/02n4kr', '/m/02xlf', '/m/03xj9g', '/m/0c3351']","['Crime Fiction', 'Detective fiction', 'Mystery', 'Fiction', 'Hardboiled', 'Suspense']"
60171,The Treasure of the Sierra Madre,B. Traven,,"['/m/0hfjk', '/m/02xlf', '/m/08sdrw']","['Western', 'Fiction', 'Adventure novel']"
60266,Funeral in Berlin,Len Deighton,1964,"['/m/06wkf', '/m/02xlf']","['Spy fiction', 'Fiction']"
60267,Billion-Dollar Brain,Len Deighton,1966,"['/m/06n90', '/m/06wkf', '/m/02xlf']","['Science Fiction', 'Spy fiction', 'Fiction']"
60269,Kim,Rudyard Kipling,1901,"['/m/06wkf', '/m/05hgj', '/m/0g_jj']","['Spy fiction', 'Novel', 'Picaresque novel']"
60310,Whit,Iain Banks,1995,"['/m/06n90', '/m/01hmnh', '/m/02xlf', '/m/05hgj']","['Science Fiction', 'Fantasy', 'Fiction', 'Novel']"
60364,Mostly Harmless,Douglas Adams,,"['/m/06n90', '/m/014dfn', '/m/02xlf', '/m/0hh4w', '/m/09kqc']","['Science Fiction', 'Speculative fiction', 'Fiction', 'Comic science fiction', 'Humour']"
60878,The Lion in Winter,James Goldman,,,
60956,Native Son,Richard Wright,1940,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
61050,East Lynne,,,,
61069,A Farewell to Arms,Ernest Hemingway,1929,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
61172,Imitation of Life,Fannie Hurst,1933,['/m/05hgj'],['Novel']
61179,The Last Command,Timothy Zahn,,"['/m/06n90', '/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
61181,The Way of All Flesh,Samuel Butler,1903,['/m/012jgz'],['Autobiographical novel']
61324,Alice Adams,Booth Tarkington,1921-06,"['/m/01hmnh', '/m/02xlf', '/m/01qxvh', '/m/05hgj']","['Fantasy', 'Fiction', 'Romance novel', 'Novel']"
61489,Les Misérables,Victor Hugo,1862,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
61506,Dodsworth,Sinclair Lewis,1929,['/m/05hgj'],['Novel']
61528,Lost Horizon,James Hilton,1933,"['/m/0dwly', '/m/08sdrw', '/m/014dfn', '/m/01hmnh', '/m/0277ppz', '/m/08g5mv', '/m/02xlf']","[""Children's literature"", 'Adventure novel', 'Speculative fiction', 'Fantasy', 'Non-fiction novel', 'Lost World', 'Fiction']"
61958,The Red Badge of Courage,Stephen Crane,1895,['/m/02xlf'],['Fiction']
62113,"Goodbye, Mr. Chips",James Hilton,,['/m/059r08'],['Psychological novel']
62120,Of Mice and Men,John Steinbeck,1937,['/m/0l67h'],['Novella']
62651,All's Well That Ends Well,William Shakespeare,1623,,
62654,The Taming of the Shrew,William Shakespeare,1623,,
62695,Our Town,Thornton Wilder,,,
63099,Ishmael,Daniel Quinn,1992,"['/m/014dfn', '/m/01hmnh', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fantasy', 'Fiction', 'Novel']"
63110,David Copperfield,Charles Dickens,1850,"['/m/04fqp', '/m/02xlf', '/m/05hgj']","['Künstlerroman', 'Fiction', 'Novel']"
63335,Childhood's End,Arthur C. Clarke,1953,"['/m/06n90', '/m/014dfn', '/m/09vxq_p', '/m/07g8l']","['Science Fiction', 'Speculative fiction', 'Catastrophic literature', 'Transhumanism']"
63425,The Little Prince,Antoine de Saint-Exupéry,1943,,
63738,Brigadoon,Alan Jay Lerner,,,
63750,The Two Towers,J. R. R. Tolkien,1954-11-11,"['/m/06n90', '/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
63751,The Return of the King,J. R. R. Tolkien,1955-10-20,"['/m/06n90', '/m/017fp', '/m/014dfn', '/m/01hmnh', '/m/02xlf', '/m/0xdf']","['Science Fiction', 'Biography', 'Speculative fiction', 'Fantasy', 'Fiction', 'Autobiography']"
63754,Akallabêth,,,,
63985,The Drawing of the Three,Stephen King,1987-05,"['/m/06n90', '/m/0dwly', '/m/03npn', '/m/025txgl', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Horror', 'Western fiction', 'Speculative fiction', 'Fantasy', 'Fiction']"
63987,The Gunslinger,Stephen King,1982-06-10,"['/m/06n90', '/m/0dwly', '/m/03npn', '/m/025txgl', '/m/014dfn', '/m/0hfjk', '/m/01hmnh', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Horror', 'Western fiction', 'Speculative fiction', 'Western', 'Fantasy', 'Fiction']"
63992,On Writing: A Memoir of the Craft,Stephen King,2000-10-03,['/m/0xdf'],['Autobiography']
63997,The Body,Stephen King,1982,['/m/0l67h'],['Novella']
64002,Wizard and Glass,Stephen King,1997-11-04,"['/m/06n90', '/m/0dwly', '/m/03npn', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Horror', 'Speculative fiction', 'Fantasy', 'Fiction']"
64007,The Waste Lands,Stephen King,1991-08,"['/m/01hmnh', '/m/06n90', '/m/014dfn', '/m/03npn', '/m/02xlf']","['Fantasy', 'Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']"
64010,The Eyes of the Dragon,Stephen King,1987-02-02,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
64019,Riding the Bullet,Stephen King,,,
64024,Dolores Claiborne,Stephen King,,"['/m/01jfsb', '/m/0dwly', '/m/03npn', '/m/014dfn', '/m/02xlf']","['Thriller', ""Children's literature"", 'Horror', 'Speculative fiction', 'Fiction']"
64025,Gerald's Game,Stephen King,,"['/m/01jfsb', '/m/014dfn', '/m/03npn']","['Thriller', 'Speculative fiction', 'Horror']"
64026,The Girl Who Loved Tom Gordon: A Novel,Stephen King,1999-04-06,['/m/02xlf'],['Fiction']
64029,The Green Mile,Stephen King,1996-03,"['/m/01hmnh', '/m/014dfn', '/m/03npn']","['Fantasy', 'Speculative fiction', 'Horror']"
64035,The Long Walk,Stephen King,,"['/m/06n90', '/m/014dfn', '/m/03npn', '/m/026ny']","['Science Fiction', 'Speculative fiction', 'Horror', 'Dystopia']"
64199,Solaris,Stanisław Lem,1961,"['/m/06n90', '/m/014dfn', '/m/05hgj', '/m/059r08']","['Science Fiction', 'Speculative fiction', 'Novel', 'Psychological novel']"
64594,You Can't Take It with You,Moss Hart,,,
65169,Antony and Cleopatra,William Shakespeare,1623,,
65379,The Day of the Triffids,John Wyndham,1951-12,['/m/02xlf'],['Fiction']
65953,Antigone,Sophocles,,,
66219,Love and Mr Lewisham,H. G. Wells,1900,"['/m/06n90', '/m/014dfn', '/m/02xlf', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']"
66346,The Stardroppers,John Brunner,1972,['/m/06n90'],['Science Fiction']
66627,The Little Foxes,Lillian Hellman,,,
67003,Carrie,Stephen King,1974-04-05,"['/m/06n90', '/m/03npn', '/m/014dfn', '/m/02n4kr', '/m/02ql9', '/m/02xlf', '/m/0c3351']","['Science Fiction', 'Horror', 'Speculative fiction', 'Mystery', 'Epistolary novel', 'Fiction', 'Suspense']"
67013,King John,William Shakespeare,1623,,
67015,Love's Labour's Lost,William Shakespeare,,,
67317,Watership Down,Richard Adams,1972-11,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
67838,Harriet the Spy,Louise Fitzhugh,1964,"['/m/06wkf', '/m/0dwly', '/m/02xlf']","['Spy fiction', ""Children's literature"", 'Fiction']"
68201,Richard II,William Shakespeare,,,
68348,The Big Sleep,Raymond Chandler,1939,"['/m/0lsxr', '/m/028v3', '/m/05hgj', '/m/03xj9g']","['Crime Fiction', 'Detective fiction', 'Novel', 'Hardboiled']"
68851,The State of the Art,Iain Banks,1991,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
68857,The Player of Games,Iain Banks,1988,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
68863,Excession,Iain Banks,1996,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
68870,Look to Windward,Iain Banks,2000,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
68871,Use of Weapons,Iain Banks,1990-02-01,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
69111,"So Long, and Thanks for All the Fish",Douglas Adams,1984,"['/m/06n90', '/m/014dfn', '/m/02xlf', '/m/02yq81', '/m/09kqc', '/m/0hh4w']","['Science Fiction', 'Speculative fiction', 'Fiction', 'Comic novel', 'Humour', 'Comic science fiction']"
69485,Choke,Chuck Palahniuk,2001-05-22,"['/m/0vgkd', '/m/05hgj', '/m/06nbt', '/m/014dfn', '/m/02xlf']","['Black comedy', 'Novel', 'Satire', 'Speculative fiction', 'Fiction']"
69868,A Friend of the Earth,T. Coraghessan Boyle,2000-09,"['/m/014dfn', '/m/026ny']","['Speculative fiction', 'Dystopia']"
69919,In Search of Lost Time,Marcel Proust,1913,"['/m/012jgz', '/m/02xlf']","['Autobiographical novel', 'Fiction']"
69931,Liza of Lambeth,W. Somerset Maugham,,"['/m/014dfn', '/m/02xlf']","['Speculative fiction', 'Fiction']"
70070,The Weirdstone of Brisingamen,Alan Garner,1960,"['/m/014dfn', '/m/01hmnh', '/m/0dwly']","['Speculative fiction', 'Fantasy', ""Children's literature""]"
70153,The Human Stain,Philip Roth,2000-05,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
70206,Picnic at Hanging Rock,Joan Lindsay,1967,"['/m/02n4kr', '/m/0hwxm']","['Mystery', 'Historical novel']"
70258,"I, the Jury",Mickey Spillane,1947,"['/m/0lsxr', '/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']"
70375,Thinks ...,David Lodge,2001,"['/m/02xlf', '/m/01qxvh']","['Fiction', 'Romance novel']"
70829,The Adventures of Pinocchio,Carlo Collodi,1883,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/09kqc', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Humour', 'Fiction']"
70850,Smith of Wootton Major,J. R. R. Tolkien,,"['/m/01hmnh', '/m/02xlf', '/m/0l67h']","['Fantasy', 'Fiction', 'Novella']"
71029,The Tie That Binds,Kent Haruf,,,
71290,"England, England",Julian Barnes,1998,"['/m/014dfn', '/m/02xlf']","['Speculative fiction', 'Fiction']"
71416,Dune,Frank Herbert,1965,"['/m/0594kx', '/m/06n90', '/m/037mh8', '/m/08sdrw', '/m/04chq5', '/m/02xlf', '/m/01smf2']","['Conspiracy fiction', 'Science Fiction', 'Philosophy', 'Adventure novel', 'Planetary romance', 'Fiction', 'Military science fiction']"
71479,Feersum Endjinn,Iain Banks,1994,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
71480,Against a Dark Background,Iain Banks,1993,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
71567,Just Like That,Lily Brett,1994,['/m/012jgz'],['Autobiographical novel']
71791,Memoirs of a Fox-Hunting Man,Siegfried Sassoon,1928,"['/m/016lj8', '/m/05qgc', '/m/02xlf']","['Roman à clef', 'Poetry', 'Fiction']"
71989,Uncle Tom's Cabin,Harriet Beecher Stowe,1852-03-20,['/m/05hgj'],['Novel']
72018,The Beach,Alex Garland,1996,['/m/02xlf'],['Fiction']
72084,Murder Must Advertise,Dorothy L. Sayers,1933,"['/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Mystery', 'Fiction', 'Suspense']"
72398,The Man Who Would Be King,Rudyard Kipling,,"['/m/08g5mv', '/m/08sdrw']","['Lost World', 'Adventure novel']"
73217,A Vicious Circle,Amanda Craig,1996,,
73408,To Kill a Mockingbird,Harper Lee,1960-07-11,['/m/02xlf'],['Fiction']
73452,The Emperor Jones,Eugene O'Neill,1920,,
73517,The Go-Between,L. P. Hartley,,,
73530,Mildred Pierce,James M. Cain,1941,"['/m/02n4kr', '/m/03xj9g', '/m/05hgj', '/m/0c3351', '/m/02xlf']","['Mystery', 'Hardboiled', 'Novel', 'Suspense', 'Fiction']"
73670,A Christmas Carol,Charles Dickens,1843-12-19,"['/m/048945', '/m/0c5jx', '/m/0l67h', '/m/014dfn', '/m/0bxg3', '/m/02xlf']","['Ghost story', 'Morality play', 'Novella', 'Speculative fiction', 'Fairy tale', 'Fiction']"
74257,About a Boy,Nick Hornby,1998,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
74389,The Hustler,Walter Tevis,,,
74881,Letter from an Unknown Woman,Stefan Zweig,,,
74960,Miss Lulu Bett,Zona Gale,1920,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
75214,Flatland: A Romance of Many Dimensions,Edwin Abbott Abbott,1884,"['/m/06n90', '/m/0l67h', '/m/014dfn', '/m/06mq7', '/m/02xlf', '/m/04rjg', '/m/01gw42']","['Science Fiction', 'Novella', 'Speculative fiction', 'Science', 'Fiction', 'Mathematics', 'Scientific romance']"
75702,Sick Puppy,Carl Hiaasen,2000,['/m/05hgj'],['Novel']
76028,The Prisoner of Zenda,Anthony Hope,1894,"['/m/03g3w', '/m/0dwly', '/m/02xlf', '/m/01qxvh', '/m/05hgj']","['History', ""Children's literature"", 'Fiction', 'Romance novel', 'Novel']"
76033,The Great Gatsby,F. Scott Fitzgerald,1925-04-10,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
77652,For Whom the Bell Tolls,Ernest Hemingway,1940,"['/m/098tmk', '/m/02xlf']","['War novel', 'Fiction']"
77748,What Ever Happened to Baby Jane?,,,,
78016,From Russia with Love,Ian Fleming,1957-04-08,['/m/06wkf'],['Spy fiction']
78145,The Tombs of Atuan,Ursula K. Le Guin,1971,"['/m/06n90', '/m/0dwly', '/m/014dfn', '/m/01hmnh', '/m/02xlf', '/m/01jym']","['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Fantasy', 'Fiction', 'Bildungsroman']"
78797,Good Omens,Neil Gaiman,1990-05-01,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/01z4y', '/m/02yq81', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Comedy', 'Comic novel', 'Fiction']"
78799,Coraline,Neil Gaiman,2002,"['/m/01hmnh', '/m/014dfn', '/m/03npn', '/m/0dwly']","['Fantasy', 'Speculative fiction', 'Horror', ""Children's literature""]"
79078,The Sandman: Dream Country,Neil Gaiman,,"['/m/01hmnh', '/m/02xlf', '/m/0py0z']","['Fantasy', 'Fiction', 'Graphic novel']"
79111,The Sandman: Season of Mists,,,,
79120,Interview with the Vampire,Anne Rice,1976-04-12,"['/m/0kflf', '/m/03npn', '/m/014dfn', '/m/01hmnh', '/m/02xlf', '/m/039vk']","['Vampire fiction', 'Horror', 'Speculative fiction', 'Fantasy', 'Fiction', 'Gothic fiction']"
79131,Seven Against Thebes,Aeschylus,,,
79498,Tartarin de Tarascon,Alphonse Daudet,,"['/m/0dwly', '/m/02xlf', '/m/05hgj']","[""Children's literature"", 'Fiction', 'Novel']"
79532,The Sandman: The Kindly Ones,,,,
79569,SS-GB,Len Deighton,1978-08-24,"['/m/0mz2', '/m/014dfn']","['Alternate history', 'Speculative fiction']"
79578,Finnegans Wake,James Joyce,1939-05-04,['/m/05hgj'],['Novel']
80124,The Virgin Suicides,Jeffrey Eugenides,1993,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
80394,What Makes Sammy Run?,Budd Schulberg,1941,"['/m/06nbt', '/m/02xlf', '/m/05hgj']","['Satire', 'Fiction', 'Novel']"
80497,The Razor's Edge,W. Somerset Maugham,1944,['/m/05hgj'],['Novel']
80934,Born Yesterday,Garson Kanin,,,
81166,King Solomon's Mines,H. Rider Haggard,1885,"['/m/08g5mv', '/m/014dfn', '/m/08sdrw']","['Lost World', 'Speculative fiction', 'Adventure novel']"
81812,Babel-17,Samuel R. Delany,1966,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
81816,The Languages of Pao,Jack Vance,,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
82163,The Count of Monte Cristo,Auguste Maquet,1844,"['/m/01qxvh', '/m/02xlf', '/m/08sdrw', '/m/0hwxm']","['Romance novel', 'Fiction', 'Adventure novel', 'Historical novel']"
82287,Cat's Cradle,Kurt Vonnegut,1963,"['/m/06n90', '/m/06nbt', '/m/014dfn']","['Science Fiction', 'Satire', 'Speculative fiction']"
82960,Excellent Women,Barbara Pym,1952,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
83545,The Scarlet Pimpernel,Baroness Emma Orczy,1905,"['/m/08sdrw', '/m/0hwxm']","['Adventure novel', 'Historical novel']"
84104,Becket,Jean Anouilh,,,
84229,The Robe,Andrew Greeley,1942,"['/m/014dfn', '/m/02xlf']","['Speculative fiction', 'Fiction']"
84449,The Closing of the American Mind,Allan Bloom,1987,,
84515,Murder in the Cathedral,T. S. Eliot,,,
84791,The Legend of Sleepy Hollow,Washington Irving,1820,['/m/014dfn'],['Speculative fiction']
84938,The Thirty-nine Steps,"John Buchan, 1st Baron Tweedsmuir",1915,"['/m/01jfsb', '/m/05hgj']","['Thriller', 'Novel']"
85378,The Winter's Tale,William Shakespeare,1623,,
85766,Dead Air,Iain Banks,2002,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
85818,Nibelungenlied,,,"['/m/0xdf', '/m/017fp', '/m/05qgc']","['Autobiography', 'Biography', 'Poetry']"
86351,The Exorcist,William Peter Blatty,1971,"['/m/06n90', '/m/014dfn', '/m/03npn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']"
86581,The Sweet Hereafter,Russell Banks,,,
86928,A Severed Head,Iris Murdoch,1961,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
87742,Coming Up for Air,George Orwell,1939,['/m/02xlf'],['Fiction']
88353,Shadow Puppets,Orson Scott Card,2002,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']"
89960,The Road to Mars,Eric Idle,2000-10-10,"['/m/06n90', '/m/014dfn', '/m/01z4y', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Comedy', 'Fiction']"
90022,Regeneration,Pat Barker,1991-05-30,"['/m/098tmk', '/m/02xlf']","['War novel', 'Fiction']"
90118,House of Leaves,Mark Z. Danielewski,2000-03-07,"['/m/03npn', '/m/014dfn', '/m/037750', '/m/01qxvh', '/m/06nbt', '/m/02xlf', '/m/050z5g']","['Horror', 'Speculative fiction', 'Ergodic literature', 'Romance novel', 'Satire', 'Fiction', 'Chivalric romance']"
90119,The Whalestoe Letters,Mark Z. Danielewski,2000-10-10,"['/m/02ql9', '/m/014dfn', '/m/0l67h']","['Epistolary novel', 'Speculative fiction', 'Novella']"
92318,Restoree,Anne McCaffrey,1967,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Novel']"
